,TYPE,X,Y,Z,XYZ,XYZ_noisy
0,STD,0.17516744421566222,0.1823176396197177,1.0372996520548927,1.0279448684403794,0.14355486806997092
1,RMSE,0.25217838117797614,0.20919667974662312,1.8520625946169686,1.8808224374272797,0.4997770773229546
